epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1625494136423,2021-07-05T10.08.56.423,88.532,0.972,-0.085,-0.221
1625494136433,2021-07-05T10.08.56.433,88.542,0.969,-0.101,-0.213
1625494136444,2021-07-05T10.08.56.444,88.553,0.973,-0.111,-0.206
1625494136454,2021-07-05T10.08.56.454,88.563,0.974,-0.121,-0.201
1625494136463,2021-07-05T10.08.56.463,88.572,0.975,-0.133,-0.189
1625494136473,2021-07-05T10.08.56.473,88.582,0.979,-0.148,-0.173
1625494136483,2021-07-05T10.08.56.483,88.592,0.977,-0.156,-0.165
1625494136493,2021-07-05T10.08.56.493,88.602,0.979,-0.159,-0.158
1625494136504,2021-07-05T10.08.56.504,88.613,0.980,-0.173,-0.135
1625494136514,2021-07-05T10.08.56.514,88.623,0.981,-0.176,-0.123
1625494136524,2021-07-05T10.08.56.524,88.633,0.987,-0.177,-0.113
1625494136534,2021-07-05T10.08.56.534,88.643,0.986,-0.178,-0.095
1625494136545,2021-07-05T10.08.56.545,88.654,0.988,-0.177,-0.077
1625494136555,2021-07-05T10.08.56.555,88.664,0.984,-0.175,-0.071
1625494136565,2021-07-05T10.08.56.565,88.674,0.993,-0.174,-0.052
1625494136574,2021-07-05T10.08.56.574,88.683,0.997,-0.168,-0.028
1625494136584,2021-07-05T10.08.56.584,88.693,0.996,-0.162,-0.026
1625494136594,2021-07-05T10.08.56.594,88.703,0.991,-0.158,-0.012
1625494136605,2021-07-05T10.08.56.605,88.714,0.990,-0.144,0.007
1625494136615,2021-07-05T10.08.56.615,88.724,0.996,-0.139,0.011
1625494136625,2021-07-05T10.08.56.625,88.734,1.003,-0.128,0.021
1625494136635,2021-07-05T10.08.56.635,88.744,1.002,-0.110,0.029
1625494136646,2021-07-05T10.08.56.646,88.755,1.004,-0.103,0.034
1625494136656,2021-07-05T10.08.56.656,88.765,0.999,-0.090,0.044
1625494136666,2021-07-05T10.08.56.666,88.775,1.001,-0.070,0.046
1625494136676,2021-07-05T10.08.56.676,88.785,1.003,-0.063,0.047
1625494136685,2021-07-05T10.08.56.685,88.794,1.005,-0.047,0.051
1625494136696,2021-07-05T10.08.56.696,88.805,1.002,-0.027,0.053
1625494136706,2021-07-05T10.08.56.706,88.815,1.003,-0.013,0.051
1625494136716,2021-07-05T10.08.56.716,88.825,1.002,-0.000,0.048
1625494136726,2021-07-05T10.08.56.726,88.835,1.000,0.016,0.042
1625494136737,2021-07-05T10.08.56.737,88.846,1.002,0.026,0.039
1625494136747,2021-07-05T10.08.56.747,88.856,0.998,0.040,0.027
1625494136757,2021-07-05T10.08.56.757,88.866,1.001,0.052,0.019
1625494136767,2021-07-05T10.08.56.767,88.876,0.996,0.062,0.013
1625494136778,2021-07-05T10.08.56.778,88.887,0.998,0.072,0.002
1625494136786,2021-07-05T10.08.56.786,88.895,0.994,0.079,-0.009
1625494136797,2021-07-05T10.08.56.797,88.906,0.995,0.089,-0.023
1625494136807,2021-07-05T10.08.56.807,88.916,0.992,0.092,-0.040
1625494136817,2021-07-05T10.08.56.817,88.926,0.992,0.097,-0.056
1625494136827,2021-07-05T10.08.56.827,88.936,0.989,0.099,-0.069
1625494136838,2021-07-05T10.08.56.838,88.947,0.987,0.102,-0.083
1625494136848,2021-07-05T10.08.56.848,88.957,0.982,0.100,-0.099
1625494136858,2021-07-05T10.08.56.858,88.967,0.980,0.100,-0.114
1625494136868,2021-07-05T10.08.56.868,88.977,0.980,0.098,-0.124
1625494136879,2021-07-05T10.08.56.879,88.988,0.981,0.090,-0.142
1625494136889,2021-07-05T10.08.56.889,88.998,0.981,0.083,-0.155
1625494136899,2021-07-05T10.08.56.899,89.008,0.978,0.074,-0.167
1625494136908,2021-07-05T10.08.56.908,89.017,0.976,0.066,-0.178
1625494136918,2021-07-05T10.08.56.918,89.027,0.974,0.053,-0.192
1625494136928,2021-07-05T10.08.56.928,89.037,0.972,0.046,-0.196
1625494136939,2021-07-05T10.08.56.939,89.048,0.972,0.033,-0.206
1625494136949,2021-07-05T10.08.56.949,89.058,0.974,0.020,-0.214
1625494136959,2021-07-05T10.08.56.959,89.068,0.974,0.005,-0.222
1625494136969,2021-07-05T10.08.56.969,89.078,0.972,-0.009,-0.228
1625494136980,2021-07-05T10.08.56.980,89.089,0.971,-0.024,-0.225
1625494136990,2021-07-05T10.08.56.990,89.099,0.969,-0.039,-0.228
1625494137000,2021-07-05T10.08.57.000,89.109,0.967,-0.052,-0.228
1625494137010,2021-07-05T10.08.57.010,89.119,0.972,-0.065,-0.225
1625494137019,2021-07-05T10.08.57.019,89.128,0.971,-0.083,-0.221
1625494137030,2021-07-05T10.08.57.030,89.139,0.975,-0.093,-0.216
1625494137040,2021-07-05T10.08.57.040,89.149,0.971,-0.104,-0.208
1625494137050,2021-07-05T10.08.57.050,89.159,0.970,-0.122,-0.200
1625494137060,2021-07-05T10.08.57.060,89.169,0.970,-0.130,-0.192
1625494137071,2021-07-05T10.08.57.071,89.180,0.975,-0.141,-0.179
1625494137081,2021-07-05T10.08.57.081,89.190,0.981,-0.150,-0.172
1625494137091,2021-07-05T10.08.57.091,89.200,0.981,-0.160,-0.160
1625494137101,2021-07-05T10.08.57.101,89.210,0.979,-0.167,-0.141
1625494137112,2021-07-05T10.08.57.112,89.221,0.978,-0.170,-0.132
1625494137120,2021-07-05T10.08.57.120,89.229,0.983,-0.176,-0.118
1625494137131,2021-07-05T10.08.57.131,89.240,0.987,-0.179,-0.102
1625494137141,2021-07-05T10.08.57.141,89.250,0.990,-0.177,-0.085
1625494137151,2021-07-05T10.08.57.151,89.260,0.987,-0.176,-0.072
1625494137161,2021-07-05T10.08.57.161,89.270,0.988,-0.172,-0.055
1625494137172,2021-07-05T10.08.57.172,89.281,0.987,-0.172,-0.040
1625494137182,2021-07-05T10.08.57.182,89.291,0.992,-0.171,-0.032
1625494137192,2021-07-05T10.08.57.192,89.301,0.999,-0.156,-0.012
1625494137202,2021-07-05T10.08.57.202,89.311,1.001,-0.145,0.007
1625494137213,2021-07-05T10.08.57.213,89.322,0.993,-0.146,0.004
1625494137223,2021-07-05T10.08.57.223,89.332,0.996,-0.133,0.015
1625494137232,2021-07-05T10.08.57.232,89.341,0.997,-0.111,0.039
1625494137242,2021-07-05T10.08.57.242,89.351,1.003,-0.105,0.033
1625494137252,2021-07-05T10.08.57.252,89.361,0.998,-0.100,0.031
1625494137262,2021-07-05T10.08.57.262,89.371,1.003,-0.074,0.048
1625494137273,2021-07-05T10.08.57.273,89.382,1.002,-0.061,0.049
1625494137283,2021-07-05T10.08.57.283,89.392,0.999,-0.056,0.052
1625494137293,2021-07-05T10.08.57.293,89.402,1.001,-0.035,0.053
1625494137303,2021-07-05T10.08.57.303,89.412,1.004,-0.016,0.047
1625494137314,2021-07-05T10.08.57.314,89.423,1.008,-0.008,0.045
1625494137324,2021-07-05T10.08.57.324,89.433,1.003,0.005,0.044
1625494137334,2021-07-05T10.08.57.334,89.443,1.000,0.027,0.038
1625494137344,2021-07-05T10.08.57.344,89.453,0.996,0.036,0.032
1625494137353,2021-07-05T10.08.57.353,89.462,0.998,0.043,0.030
1625494137363,2021-07-05T10.08.57.363,89.472,0.999,0.061,0.015
1625494137374,2021-07-05T10.08.57.374,89.483,1.000,0.071,0.003
1625494137384,2021-07-05T10.08.57.384,89.493,0.996,0.071,-0.006
1625494137394,2021-07-05T10.08.57.394,89.503,0.994,0.084,-0.017
1625494137405,2021-07-05T10.08.57.405,89.514,0.988,0.096,-0.036
1625494137415,2021-07-05T10.08.57.415,89.524,0.990,0.095,-0.049
1625494137425,2021-07-05T10.08.57.425,89.534,0.991,0.099,-0.060
1625494137435,2021-07-05T10.08.57.435,89.544,0.992,0.102,-0.076
1625494137446,2021-07-05T10.08.57.446,89.555,0.985,0.101,-0.098
1625494137456,2021-07-05T10.08.57.456,89.565,0.981,0.100,-0.106
1625494137465,2021-07-05T10.08.57.465,89.574,0.981,0.100,-0.119
1625494137475,2021-07-05T10.08.57.475,89.584,0.982,0.092,-0.140
1625494137485,2021-07-05T10.08.57.485,89.594,0.985,0.086,-0.145
1625494137495,2021-07-05T10.08.57.495,89.604,0.978,0.079,-0.161
1625494137506,2021-07-05T10.08.57.506,89.615,0.975,0.066,-0.181
1625494137516,2021-07-05T10.08.57.516,89.625,0.971,0.054,-0.182
1625494137526,2021-07-05T10.08.57.526,89.635,0.975,0.053,-0.192
1625494137536,2021-07-05T10.08.57.536,89.645,0.974,0.036,-0.207
1625494137547,2021-07-05T10.08.57.547,89.656,0.974,0.021,-0.217
1625494137557,2021-07-05T10.08.57.557,89.666,0.971,0.015,-0.219
1625494137567,2021-07-05T10.08.57.567,89.676,0.972,-0.004,-0.224
1625494137576,2021-07-05T10.08.57.576,89.685,0.971,-0.022,-0.228
1625494137586,2021-07-05T10.08.57.586,89.695,0.974,-0.031,-0.226
1625494137596,2021-07-05T10.08.57.596,89.705,0.977,-0.051,-0.226
1625494137607,2021-07-05T10.08.57.607,89.716,0.971,-0.068,-0.225
1625494137617,2021-07-05T10.08.57.617,89.726,0.969,-0.074,-0.225
1625494137627,2021-07-05T10.08.57.627,89.736,0.970,-0.093,-0.216
1625494137637,2021-07-05T10.08.57.637,89.746,0.976,-0.107,-0.211
1625494137648,2021-07-05T10.08.57.648,89.757,0.978,-0.115,-0.203
1625494137658,2021-07-05T10.08.57.658,89.767,0.973,-0.128,-0.198
1625494137668,2021-07-05T10.08.57.668,89.777,0.970,-0.141,-0.184
1625494137677,2021-07-05T10.08.57.677,89.786,0.974,-0.146,-0.174
1625494137687,2021-07-05T10.08.57.687,89.796,0.980,-0.160,-0.157
1625494137697,2021-07-05T10.08.57.697,89.806,0.981,-0.165,-0.145
1625494137708,2021-07-05T10.08.57.708,89.817,0.982,-0.171,-0.135
1625494137718,2021-07-05T10.08.57.718,89.827,0.980,-0.175,-0.118
1625494137728,2021-07-05T10.08.57.728,89.837,0.982,-0.177,-0.103
1625494137738,2021-07-05T10.08.57.738,89.847,0.988,-0.177,-0.091
1625494137749,2021-07-05T10.08.57.749,89.858,0.988,-0.179,-0.080
1625494137759,2021-07-05T10.08.57.759,89.868,0.991,-0.178,-0.060
1625494137769,2021-07-05T10.08.57.769,89.878,0.986,-0.170,-0.048
1625494137780,2021-07-05T10.08.57.780,89.889,0.991,-0.166,-0.030
1625494137788,2021-07-05T10.08.57.788,89.897,0.994,-0.160,-0.013
1625494137799,2021-07-05T10.08.57.799,89.908,0.996,-0.153,-0.006
1625494137809,2021-07-05T10.08.57.809,89.918,1.002,-0.143,0.007
1625494137819,2021-07-05T10.08.57.819,89.928,1.001,-0.132,0.016
1625494137829,2021-07-05T10.08.57.829,89.938,0.999,-0.122,0.021
1625494137840,2021-07-05T10.08.57.840,89.949,0.997,-0.109,0.032
1625494137850,2021-07-05T10.08.57.850,89.959,1.003,-0.093,0.042
1625494137860,2021-07-05T10.08.57.860,89.969,1.003,-0.080,0.046
1625494137870,2021-07-05T10.08.57.870,89.979,1.000,-0.072,0.049
1625494137881,2021-07-05T10.08.57.881,89.990,1.003,-0.054,0.054
1625494137891,2021-07-05T10.08.57.891,90.000,1.000,-0.037,0.050
1625494137900,2021-07-05T10.08.57.900,90.009,1.005,-0.024,0.051
1625494137910,2021-07-05T10.08.57.910,90.019,1.003,-0.009,0.050
1625494137920,2021-07-05T10.08.57.920,90.029,1.001,0.009,0.044
1625494137930,2021-07-05T10.08.57.930,90.039,0.998,0.021,0.043
1625494137941,2021-07-05T10.08.57.941,90.050,0.999,0.032,0.034
1625494137951,2021-07-05T10.08.57.951,90.060,1.000,0.047,0.021
1625494137961,2021-07-05T10.08.57.961,90.070,0.998,0.054,0.012
1625494137971,2021-07-05T10.08.57.971,90.080,0.996,0.063,0.010
1625494137982,2021-07-05T10.08.57.982,90.091,0.996,0.075,-0.004
1625494137992,2021-07-05T10.08.57.992,90.101,0.994,0.087,-0.015
1625494138002,2021-07-05T10.08.58.002,90.111,0.993,0.090,-0.032
1625494138011,2021-07-05T10.08.58.011,90.120,0.991,0.094,-0.044
1625494138021,2021-07-05T10.08.58.021,90.130,0.989,0.101,-0.060
1625494138031,2021-07-05T10.08.58.031,90.140,0.990,0.102,-0.075
1625494138042,2021-07-05T10.08.58.042,90.151,0.986,0.100,-0.089
1625494138052,2021-07-05T10.08.58.052,90.161,0.981,0.102,-0.104
1625494138062,2021-07-05T10.08.58.062,90.171,0.984,0.101,-0.120
1625494138072,2021-07-05T10.08.58.072,90.181,0.984,0.090,-0.132
1625494138083,2021-07-05T10.08.58.083,90.192,0.983,0.087,-0.148
1625494138093,2021-07-05T10.08.58.093,90.202,0.979,0.079,-0.158
1625494138103,2021-07-05T10.08.58.103,90.212,0.978,0.068,-0.171
1625494138113,2021-07-05T10.08.58.113,90.222,0.974,0.062,-0.187
1625494138122,2021-07-05T10.08.58.122,90.231,0.974,0.051,-0.196
1625494138133,2021-07-05T10.08.58.133,90.242,0.973,0.036,-0.203
1625494138143,2021-07-05T10.08.58.143,90.252,0.973,0.027,-0.207
1625494138153,2021-07-05T10.08.58.153,90.262,0.974,0.019,-0.217
1625494138163,2021-07-05T10.08.58.163,90.272,0.970,-0.007,-0.223
1625494138174,2021-07-05T10.08.58.174,90.283,0.973,-0.023,-0.226
1625494138184,2021-07-05T10.08.58.184,90.293,0.972,-0.019,-0.225
1625494138194,2021-07-05T10.08.58.194,90.303,0.972,-0.041,-0.231
1625494138204,2021-07-05T10.08.58.204,90.313,0.972,-0.073,-0.225
1625494138215,2021-07-05T10.08.58.215,90.324,0.968,-0.071,-0.225
1625494138225,2021-07-05T10.08.58.225,90.334,0.967,-0.079,-0.223
1625494138234,2021-07-05T10.08.58.234,90.343,0.974,-0.104,-0.211
1625494138244,2021-07-05T10.08.58.244,90.353,0.974,-0.116,-0.205
1625494138254,2021-07-05T10.08.58.254,90.363,0.975,-0.123,-0.196
1625494138264,2021-07-05T10.08.58.264,90.373,0.973,-0.131,-0.188
1625494138275,2021-07-05T10.08.58.275,90.384,0.975,-0.152,-0.171
1625494138285,2021-07-05T10.08.58.285,90.394,0.972,-0.153,-0.167
1625494138295,2021-07-05T10.08.58.295,90.404,0.979,-0.157,-0.157
1625494138305,2021-07-05T10.08.58.305,90.414,0.981,-0.174,-0.133
1625494138316,2021-07-05T10.08.58.316,90.425,0.982,-0.172,-0.120
1625494138326,2021-07-05T10.08.58.326,90.435,0.987,-0.177,-0.109
1625494138336,2021-07-05T10.08.58.336,90.445,0.985,-0.180,-0.101
1625494138345,2021-07-05T10.08.58.345,90.454,0.992,-0.179,-0.074
1625494138355,2021-07-05T10.08.58.355,90.464,0.981,-0.174,-0.067
1625494138365,2021-07-05T10.08.58.365,90.474,0.993,-0.179,-0.056
1625494138376,2021-07-05T10.08.58.376,90.485,0.991,-0.167,-0.032
1625494138386,2021-07-05T10.08.58.386,90.495,0.996,-0.162,-0.019
1625494138396,2021-07-05T10.08.58.396,90.505,0.997,-0.159,-0.008
1625494138406,2021-07-05T10.08.58.406,90.515,0.999,-0.145,0.007
1625494138417,2021-07-05T10.08.58.417,90.526,0.999,-0.133,0.017
1625494138427,2021-07-05T10.08.58.427,90.536,0.997,-0.127,0.026
1625494138437,2021-07-05T10.08.58.437,90.546,1.001,-0.113,0.030
1625494138447,2021-07-05T10.08.58.447,90.556,1.002,-0.096,0.040
1625494138456,2021-07-05T10.08.58.456,90.565,0.999,-0.089,0.043
1625494138467,2021-07-05T10.08.58.467,90.576,1.000,-0.075,0.048
1625494138477,2021-07-05T10.08.58.477,90.586,0.998,-0.055,0.053
1625494138487,2021-07-05T10.08.58.487,90.596,1.006,-0.040,0.053
1625494138497,2021-07-05T10.08.58.497,90.606,1.006,-0.036,0.050
1625494138508,2021-07-05T10.08.58.508,90.617,1.005,-0.010,0.049
1625494138518,2021-07-05T10.08.58.518,90.627,1.000,0.005,0.046
1625494138528,2021-07-05T10.08.58.528,90.637,0.997,0.012,0.039
1625494138538,2021-07-05T10.08.58.538,90.647,1.004,0.030,0.036
1625494138549,2021-07-05T10.08.58.549,90.658,1.000,0.045,0.024
1625494138559,2021-07-05T10.08.58.559,90.668,1.000,0.052,0.022
1625494138568,2021-07-05T10.08.58.568,90.677,0.996,0.062,0.012
1625494138578,2021-07-05T10.08.58.578,90.687,0.996,0.077,-0.003
1625494138588,2021-07-05T10.08.58.588,90.697,0.997,0.079,-0.011
1625494138598,2021-07-05T10.08.58.598,90.707,0.990,0.089,-0.026
1625494138609,2021-07-05T10.08.58.609,90.718,0.991,0.099,-0.043
1625494138619,2021-07-05T10.08.58.619,90.728,0.990,0.099,-0.056
1625494138629,2021-07-05T10.08.58.629,90.738,0.985,0.097,-0.069
1625494138639,2021-07-05T10.08.58.639,90.748,0.990,0.105,-0.087
1625494138650,2021-07-05T10.08.58.650,90.759,0.984,0.101,-0.102
1625494138660,2021-07-05T10.08.58.660,90.769,0.987,0.097,-0.115
1625494138670,2021-07-05T10.08.58.670,90.779,0.981,0.092,-0.129
1625494138679,2021-07-05T10.08.58.679,90.788,0.982,0.091,-0.140
1625494138689,2021-07-05T10.08.58.689,90.798,0.980,0.082,-0.154
1625494138699,2021-07-05T10.08.58.699,90.808,0.979,0.073,-0.171
1625494138710,2021-07-05T10.08.58.710,90.819,0.978,0.062,-0.181
1625494138720,2021-07-05T10.08.58.720,90.829,0.971,0.055,-0.191
1625494138730,2021-07-05T10.08.58.730,90.839,0.974,0.042,-0.200
1625494138740,2021-07-05T10.08.58.740,90.849,0.972,0.029,-0.210
1625494138751,2021-07-05T10.08.58.751,90.860,0.976,0.016,-0.216
1625494138761,2021-07-05T10.08.58.761,90.870,0.972,-0.001,-0.222
1625494138771,2021-07-05T10.08.58.771,90.880,0.967,-0.006,-0.227
1625494138781,2021-07-05T10.08.58.781,90.890,0.967,-0.025,-0.229
1625494138790,2021-07-05T10.08.58.790,90.899,0.970,-0.044,-0.227
1625494138801,2021-07-05T10.08.58.801,90.910,0.975,-0.057,-0.227
1625494138811,2021-07-05T10.08.58.811,90.920,0.974,-0.070,-0.228
1625494138821,2021-07-05T10.08.58.821,90.930,0.974,-0.088,-0.223
1625494138831,2021-07-05T10.08.58.831,90.940,0.968,-0.103,-0.217
1625494138842,2021-07-05T10.08.58.842,90.951,0.970,-0.111,-0.207
1625494138852,2021-07-05T10.08.58.852,90.961,0.973,-0.119,-0.198
1625494138862,2021-07-05T10.08.58.862,90.971,0.977,-0.136,-0.188
1625494138872,2021-07-05T10.08.58.872,90.981,0.977,-0.146,-0.181
1625494138883,2021-07-05T10.08.58.883,90.992,0.974,-0.153,-0.168
1625494138893,2021-07-05T10.08.58.893,91.002,0.977,-0.164,-0.152
1625494138902,2021-07-05T10.08.58.902,91.011,0.981,-0.169,-0.144
1625494138912,2021-07-05T10.08.58.912,91.021,0.986,-0.174,-0.126
1625494138922,2021-07-05T10.08.58.922,91.031,0.984,-0.175,-0.111
1625494138932,2021-07-05T10.08.58.932,91.041,0.985,-0.179,-0.096
1625494138943,2021-07-05T10.08.58.943,91.052,0.980,-0.177,-0.082
1625494138953,2021-07-05T10.08.58.953,91.062,0.988,-0.181,-0.070
1625494138963,2021-07-05T10.08.58.963,91.072,0.992,-0.172,-0.050
1625494138973,2021-07-05T10.08.58.973,91.082,0.996,-0.173,-0.034
1625494138984,2021-07-05T10.08.58.984,91.093,0.998,-0.163,-0.024
1625494138994,2021-07-05T10.08.58.994,91.103,0.993,-0.157,-0.012
1625494139004,2021-07-05T10.08.59.004,91.113,0.997,-0.147,0.003
1625494139013,2021-07-05T10.08.59.013,91.122,0.998,-0.137,0.012
1625494139023,2021-07-05T10.08.59.023,91.132,0.999,-0.127,0.019
1625494139033,2021-07-05T10.08.59.033,91.142,1.001,-0.115,0.029
1625494139044,2021-07-05T10.08.59.044,91.153,1.002,-0.105,0.042
1625494139054,2021-07-05T10.08.59.054,91.163,0.998,-0.088,0.045
1625494139064,2021-07-05T10.08.59.064,91.173,1.001,-0.077,0.047
1625494139074,2021-07-05T10.08.59.074,91.183,1.005,-0.060,0.052
1625494139085,2021-07-05T10.08.59.085,91.194,1.004,-0.046,0.051
1625494139095,2021-07-05T10.08.59.095,91.204,1.004,-0.030,0.051
1625494139105,2021-07-05T10.08.59.105,91.214,1.001,-0.015,0.051
1625494139115,2021-07-05T10.08.59.115,91.224,1.001,-0.006,0.044
1625494139124,2021-07-05T10.08.59.124,91.233,1.003,0.009,0.043
1625494139134,2021-07-05T10.08.59.134,91.243,1.001,0.035,0.031
1625494139145,2021-07-05T10.08.59.145,91.254,1.000,0.042,0.031
1625494139155,2021-07-05T10.08.59.155,91.264,0.998,0.043,0.025
1625494139165,2021-07-05T10.08.59.165,91.274,0.994,0.063,0.010
1625494139176,2021-07-05T10.08.59.176,91.285,0.995,0.078,-0.006
1625494139186,2021-07-05T10.08.59.186,91.295,0.992,0.075,-0.007
1625494139196,2021-07-05T10.08.59.196,91.305,0.994,0.090,-0.018
1625494139206,2021-07-05T10.08.59.206,91.315,0.988,0.100,-0.042
1625494139217,2021-07-05T10.08.59.217,91.326,0.991,0.096,-0.053
1625494139227,2021-07-05T10.08.59.227,91.336,0.986,0.098,-0.062
1625494139237,2021-07-05T10.08.59.237,91.346,0.987,0.107,-0.085
1625494139246,2021-07-05T10.08.59.246,91.355,0.986,0.099,-0.106
1625494139256,2021-07-05T10.08.59.256,91.365,0.984,0.097,-0.110
1625494139266,2021-07-05T10.08.59.266,91.375,0.983,0.100,-0.126
1625494139277,2021-07-05T10.08.59.277,91.386,0.975,0.089,-0.146
1625494139287,2021-07-05T10.08.59.287,91.396,0.977,0.082,-0.155
1625494139297,2021-07-05T10.08.59.297,91.406,0.978,0.078,-0.165
1625494139307,2021-07-05T10.08.59.307,91.416,0.975,0.070,-0.184
1625494139318,2021-07-05T10.08.59.318,91.427,0.976,0.050,-0.192
1625494139328,2021-07-05T10.08.59.328,91.437,0.973,0.045,-0.199
1625494139338,2021-07-05T10.08.59.338,91.447,0.974,0.036,-0.207
1625494139348,2021-07-05T10.08.59.348,91.457,0.972,0.015,-0.220
1625494139357,2021-07-05T10.08.59.357,91.466,0.972,0.003,-0.223
1625494139367,2021-07-05T10.08.59.367,91.476,0.972,-0.004,-0.224
1625494139378,2021-07-05T10.08.59.378,91.487,0.970,-0.025,-0.226
1625494139388,2021-07-05T10.08.59.388,91.497,0.972,-0.042,-0.230
1625494139398,2021-07-05T10.08.59.398,91.507,0.971,-0.052,-0.230
1625494139408,2021-07-05T10.08.59.408,91.517,0.973,-0.069,-0.224
1625494139419,2021-07-05T10.08.59.419,91.528,0.972,-0.088,-0.218
1625494139429,2021-07-05T10.08.59.429,91.538,0.974,-0.093,-0.213
1625494139439,2021-07-05T10.08.59.439,91.548,0.972,-0.103,-0.212
1625494139449,2021-07-05T10.08.59.449,91.558,0.973,-0.125,-0.203
1625494139460,2021-07-05T10.08.59.460,91.569,0.975,-0.133,-0.189
1625494139468,2021-07-05T10.08.59.468,91.577,0.976,-0.139,-0.183
1625494139479,2021-07-05T10.08.59.479,91.588,0.977,-0.155,-0.167
1625494139489,2021-07-05T10.08.59.489,91.598,0.979,-0.162,-0.156
1625494139499,2021-07-05T10.08.59.499,91.608,0.979,-0.165,-0.146
1625494139509,2021-07-05T10.08.59.509,91.618,0.981,-0.174,-0.127
1625494139520,2021-07-05T10.08.59.520,91.629,0.982,-0.174,-0.110
1625494139530,2021-07-05T10.08.59.530,91.639,0.984,-0.179,-0.103
1625494139540,2021-07-05T10.08.59.540,91.649,0.987,-0.182,-0.085
1625494139551,2021-07-05T10.08.59.551,91.660,0.991,-0.172,-0.065
1625494139561,2021-07-05T10.08.59.561,91.670,0.990,-0.172,-0.060
1625494139570,2021-07-05T10.08.59.570,91.679,0.995,-0.174,-0.037
1625494139580,2021-07-05T10.08.59.580,91.689,0.993,-0.163,-0.021
1625494139590,2021-07-05T10.08.59.590,91.699,0.990,-0.157,-0.012
1625494139600,2021-07-05T10.08.59.600,91.709,0.997,-0.150,0.003
1625494139611,2021-07-05T10.08.59.611,91.720,0.996,-0.133,0.012
1625494139621,2021-07-05T10.08.59.621,91.730,1.003,-0.127,0.020
1625494139631,2021-07-05T10.08.59.631,91.740,1.001,-0.119,0.031
1625494139641,2021-07-05T10.08.59.641,91.750,0.999,-0.100,0.035
1625494139652,2021-07-05T10.08.59.652,91.761,0.997,-0.092,0.041
1625494139662,2021-07-05T10.08.59.662,91.771,1.000,-0.081,0.052
1625494139672,2021-07-05T10.08.59.672,91.781,1.003,-0.061,0.050
1625494139681,2021-07-05T10.08.59.681,91.790,1.003,-0.050,0.051
1625494139691,2021-07-05T10.08.59.691,91.800,1.000,-0.033,0.052
1625494139701,2021-07-05T10.08.59.701,91.810,1.002,-0.018,0.048
1625494139712,2021-07-05T10.08.59.712,91.821,0.999,-0.001,0.049
1625494139722,2021-07-05T10.08.59.722,91.831,1.002,0.014,0.041
1625494139732,2021-07-05T10.08.59.732,91.841,1.003,0.026,0.035
1625494139742,2021-07-05T10.08.59.742,91.851,1.001,0.036,0.031
1625494139753,2021-07-05T10.08.59.753,91.862,1.000,0.046,0.022
1625494139763,2021-07-05T10.08.59.763,91.872,0.996,0.062,0.013
1625494139773,2021-07-05T10.08.59.773,91.882,0.996,0.071,0.001
1625494139783,2021-07-05T10.08.59.783,91.892,0.991,0.081,-0.010
1625494139792,2021-07-05T10.08.59.792,91.901,0.994,0.086,-0.023
1625494139802,2021-07-05T10.08.59.802,91.911,0.993,0.093,-0.039
1625494139813,2021-07-05T10.08.59.813,91.922,0.994,0.096,-0.050
